序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业
17,301022,海泰科,14.107884407043457,33.0,34.7,537465072,1722924687.0,2796981264.0,32.70973205566406,0.0,是,5.238988399505615,2/1,60日新高,汽车零部
18,870436,大地电气,14.039310455322266,28.43,32.4,504508448,2526521532.93,2685952680.0,20.129789352416992,0.0,是,3.6482226848602295,2/1,60日新高,汽车零部
19,688776,国光电气,13.773265838623047,67.24,70.92,440180880,7287701093.559999,7287701093.559999,6.236047744750977,0.0,是,1.8737891912460327,0/0,60日新高,电子元件
20,301631,壹连科技,13.748258590698242,146.94,155.02,670809568,1914378695.8799999,9594613195.26,36.86115646362305,0.0,是,3.16054368019104,0/0,60日新高,电子元件
21,833284,灵鸽科技,13.5028657913208,31.69,36.29,1102033872,2092052268.8500001,3320657090.05,52.957157135009766,1.213669776916504,是,2.0643374919891357,3/2,60日新高且近期多次涨停,专用设备
22,833346,威贸电子,12.30240535736084,32.68,37.83,215210208,884680378.04,2636544066.04,25.552814483642578,0.09188361465930939,是,1.4701534509658813,0/0,60日新高,消费电子
23,830839,万通液压,11.915789604187012,26.58,30.87,148483038,1730128747.5,3168734700.0,8.92936897277832,0.0,是,1.6312905550003052,0/0,60日新高,通用设备
24,835185,贝特瑞,11.67097282409668,25.93,30.18,771440144,28760855812.21,29231891350.079998,2.7317583560943604,-0.03855049982666969,是,2.4581098556518555,0/0,60日新高,电池
25,833523,德瑞锂电,11.132075309753418,29.45,34.45,336765728,2386613657.85,2983325317.0499997,14.377887725830078,0.10197145491838455,是,2.692140579223633,0/0,60日新高,电池
26,301238,瑞泰新材,10.820895195007324,23.76,25.73,1460314256,5068799208.0,17423999112.960003,29.06878662109375,0.0,是,1.4808269739151,0/0,60日新高,电池
27,920111,聚星科技,10.185822486877441,32.02,37.77,369991456,1181169770.0,4968047090.000001,32.447174072265625,0.12507817149162292,是,2.504456043243408,0/0,60日新高,电网设备
28,000980,众泰汽车,10.126582145690918,2.61,2.61,467981008,13027849932.24,13161049528.32,3.674412250518799,0.0,否,0.373271644115448,4/2,近期多次涨停,汽车整车
29,605066,天正电气,10.049627304077148,8.87,8.87,260783116,4456581818.75,4493700524.639999,5.853579998016357,0.0,是,1.4591872692108154,3/3,60日新高且近期多次涨停,电网设备
30,002575,群兴玩具,10.044053077697754,12.49,12.49,21687636,7222948265.0,8027572800.0,0.30026015639305115,0.0,是,0.05060841515660286,6/4,60日新高且近期多次涨停,房地产服
31,301396,宏景科技,10.03631591796875,66.66,72.7,1651001376,3395906975.3399997,7309628364.059999,51.29058837890625,0.0,是,1.7388591766357422,2/1,60日新高,互联网服
32,000619,海螺新材,10.033445358276367,6.58,6.58,123771110,2368800000.0,2902890914.56,5.296777725219727,0.0,否,1.1695126295089722,3/2,近期多次涨停,装修建材
33,002853,皮阿诺,10.022778511047363,14.49,14.49,88425695,1917485101.3500001,2703004418.52,4.763374328613281,0.0,是,1.0429203510284424,1/1,60日新高,装修建材
34,002942,新农股份,10.019906997680664,16.58,16.58,123077704,2274921787.9399996,2584124479.3999996,5.594466686248779,0.0,是,4.129572868347168,1/1,60日新高,农药兽药
35,000058,深 赛 格,10.011919021606445,9.23,9.23,553086016,9088888104.92,11363982202.560001,6.38895845413208,0.0,否,2.8513286113739014,3/2,近期多次涨停,商业百货
36,603200,上海洗霸,10.0106782913208,41.21,41.21,759469056,7231535044.63,7231535044.63,10.791056632995605,0.0,是,1.3259798288345337,3/3,60日新高且近期多次涨停,环保行业
37,002326,永太科技,10.010009765625,10.99,10.99,551806848,8835666138.39,10170154792.0,6.354333877563477,0.0,是,1.8468561172485352,1/1,60日新高,化学制品
38,603855,华荣股份,10.009861946105957,22.31,22.31,183440852,7441589740.0,7530272168.48,2.465076208114624,0.0,是,5.041355609893799,1/1,60日新高,专用设备
39,003033,征和工业,10.00548267364502,40.13,40.13,331333088,3234402796.38,3280627500.0,11.11430549621582,0.0,是,1.8363769054412842,2/2,60日新高且近期多次涨停,汽车零部
40,003010,若羽臣,10.003301620483398,33.32,33.32,147513744,4029249521.92,5465496459.92,3.732985019683838,0.0,是,0.9709972739219666,1/1,60日新高,互联网服
41,603496,恒为科技,10.0,41.91,41.91,5427942656,13419969374.13,13419969583.679998,43.494834899902344,0.0,是,1.9270532131195068,4/4,60日新高且近期多次涨停,互联网服
42,603700,宁水集团,10.0,11.77,11.77,93947162,2392158340.0,2392158340.0,4.0536603927612305,0.0,否,0.8898389339447021,3/2,近期多次涨停,仪器仪表
43,605378,野马电池,10.0,28.6,28.6,509128256,5338933600.0,5338933600.0,10.054841995239258,0.0,否,1.2842944860458374,3/2,近期多次涨停,电池
44,002227,奥 特 迅,9.984025001525879,13.77,13.77,112343016,3409985353.41,3412290960.9,3.3639943599700928,0.0,否,0.6100818514823914,2/2,近期多次涨停,电源设备
45,603683,晶华新材,9.975469589233398,13.45,13.45,144001968,3480742837.0499997,3530615437.0499997,4.137104511260986,0.0,是,0.5483785271644592,2/2,60日新高且近期多次涨停,化学制品
46,600192,长城电工,9.969788551330566,7.28,7.28,85197638,3215925440.0,3215925440.0,2.6771419048309326,0.0,否,0.3862989842891693,4/2,近期多次涨停,电网设备
47,603823,百合花,9.960552215576172,11.15,11.15,258722852,4583001269.6,4642499988.8,5.841599941253662,0.0,是,1.9486868381500244,3/2,60日新高且近期多次涨停,化学制品
48,601789,宁波建工,9.95106029510498,6.74,6.74,670899488,7325022496.6,7325022510.08,9.164849281311035,0.0,是,0.6156345009803772,2/2,60日新高且近期多次涨停,工程建设
49,000056,皇庭国际,9.937888145446777,3.54,3.54,358553488,3198997315.32,4283714068.8,11.520136833190918,0.0,否,1.157820701599121,4/2,近期多次涨停,房地产服
50,600478,科力远,9.935205459594727,5.09,5.09,388258048,8477603262.44,8477603242.08,4.638369560241699,0.0,是,1.7943111658096313,1/1,60日新高,电子元件
51,301082,久盛电气,8.9353609085083,17.19,18.94,559302112,1841459067.45,3890254701.0600004,31.413719177246094,0.0,是,1.9569895267486572,0/0,60日新高,电网设备
52,300014,亿纬锂能,8.92780876159668,51.0,56.18,4739437824,94933166946.0,104331796704.0,5.070516109466553,0.0,是,2.3339288234710693,0/0,60日新高,电池
53,300324,旋极信息,8.56531047821045,5.07,5.6,3000360160,8660419141.92,8758884301.44,32.85734558105469,0.0,是,1.6945810317993164,0/0,60日新高,互联网服
54,688499,利元亨,7.897435665130615,31.56,35.1,689236672,5325071775.599999,5325071775.599999,12.73827838897705,0.0,是,1.3863096237182617,0/0,60日新高,电池
55,300073,当升科技,7.779506683349609,48.49,53.99,2790009824,24495241179.24,24560222240.32,11.470948219299316,0.0,是,1.883154273033142,0/0,60日新高,电池
56,000534,万泽股份,7.651363849639893,16.18,16.53,345502544,8007225401.38,8156407897.599999,4.3553032875061035,0.06184292212128639,是,1.8407968282699585,0/0,60日新高,生物制品
57,300850,新强联,7.392197132110596,26.15,29.22,463528496,6418402649.2,9381175264.8,7.255508899688721,0.0,是,1.2422003746032715,0/0,60日新高,风电设备
58,688789,宏华数科,7.278020858764648,73.7,82.44,360401760,13225563168.4,13225563168.4,2.73579740524292,0.0,是,1.9634730815887451,0/0,60日新高,专用设备
59,301187,欧圣电气,7.237581253051758,47.71,53.39,499016720,2284079131.62,8712211506.31,22.884859085083008,0.0,是,1.6798007488250732,0/0,60日新高,家电行业
60,002532,天山铝业,7.015457630157471,9.0,9.25,1220979024,37170049068.0,41866967808.0,3.277022361755371,0.0,是,3.3382205963134766,0/0,60日新高,有色金属
61,300490,华自科技,6.832972049713135,9.85,11.06,622015024,3873617028.2,3926906119.2,16.1951847076416,0.0,是,1.6101634502410889,0/0,60日新高,电网设备
62,300449,汉邦高科,6.776180744171143,10.4,11.69,288639584,3081183029.6,4029795161.6,9.721407890319824,0.0,是,1.4171096086502075,0/0,60日新高,计算机设
63,301280,珠城科技,6.774668216705322,58.0,65.18,356448224,1531930800.0,5666605800.0,23.451656341552734,0.0,是,1.4663981199264526,0/0,60日新高,电子元件
64,688573,信宇人,6.761565685272217,24.0,26.98,337632448,1210500456.0,2346105312.0,28.043359756469727,0.0,是,1.4198542833328247,0/0,60日新高,电池
65,000969,安泰科技,6.655573844909668,12.82,13.22,1140711888,13153324435.720001,13470205990.720001,8.722574234008789,0.07806400954723358,是,1.9693683385849,0/0,60日新高,通用设备
66,688636,智明达,6.615701198577881,36.26,40.81,178423575,4079308523.64,4081480860.24,4.411788463592529,0.0,是,1.4142318964004517,0/0,60日新高,互联网服
67,688122,西部超导,6.5750956535339355,47.33,53.29,1185549712,30748620643.01,30748620595.68,3.8806681632995605,0.0,是,2.362361192703247,0/0,60日新高,有色金属
68,832522,纳科诺尔,6.172839641571045,68.8,84.24,1024282976,6303889440.0,7708627200.0,15.501321792602539,0.0,是,1.6133146286010742,0/0,60日新高,专用设备
69,688778,厦钨新能,6.143911361694336,57.53,65.04,870638896,24206955687.53,24206956090.24,3.6274468898773193,0.0,是,1.61801016330719,0/0,60日新高,电池
70,301219,腾远钴业,6.111550807952881,53.65,60.67,1056939696,9006822409.9,15811576921.6,11.475160598754883,0.0,是,1.6384203433990479,0/0,60日新高,能源金属
71,600576,祥源文旅,6.015891075134277,9.34,9.69,253426639,6168043375.22,9849482504.32,4.171807765960693,0.0,是,1.3090397119522095,0/0,60日新高,旅游酒店
72,603799,华友钴业,6.0,34.98,36.3,3853438256,58988069239.439995,59192494458.24,6.542107105255127,0.0285959392786026,是,1.5024482011795044,0/0,60日新高,能源金属
73,688520,神州细胞-U,5.994550704956055,42.79,48.44,254006652,19055915202.06,19055915116.48,1.3348132371902466,0.0,是,1.526039481163025,0/0,60日新高,生物制品
74,300808,久量股份,5.824891567230225,29.25,33.17,191186938,3077083561.5,4680000000.0,6.240995407104492,0.0,是,1.7975085973739624,0/0,60日新高,光学光电
75,688819,天能股份,5.800139904022217,30.28,34.34,313702032,29435188000.0,29435188000.0,1.0636446475982666,0.0,是,1.6629695892333984,0/0,60日新高,电池
76,300450,先导智能,5.771753787994385,24.19,27.44,2380622528,37720826598.950005,37885483937.6,6.283247947692871,0.0,是,1.5639559030532837,0/0,60日新高,电池
77,301263,泰恩康,5.697232723236084,19.48,22.12,189242652,5122750272.8,8288691377.92,3.7290823459625244,0.0,是,1.34467351436615,0/0,60日新高,医药商业
78,002226,江南化工,5.6776556968688965,5.77,6.01,647125568,15284047132.039999,15284284832.96,4.180422782897949,0.0,是,4.409843444824219,0/0,60日新高,化学制品
79,301105,鸿铭股份,5.56291389465332,31.88,36.24,95472115,524027404.35999995,1594000000.0,17.560514450073242,0.0,是,4.7899322509765625,0/0,60日新高,专用设备
80,301079,邵阳液压,5.353200912475586,19.09,21.74,380992032,1315908520.16,2087265455.31,29.671432495117188,0.0,是,2.164911985397339,0/0,60日新高,通用设备
81,300669,沪宁股份,5.321610450744629,22.76,25.93,110312353,4144369947.6800003,4385977771.76,2.650085687637329,0.0,是,2.665858745574951,0/0,60日新高,专用设备
82,688213,思特威-W,5.265659332275391,110.75,126.25,1813543600,35777153234.75,44503953656.0,5.078978061676025,0.0,是,1.3533004522323608,0/0,60日新高,半导体
83,688398,赛特新材,5.1875,16.83,19.2,68283867,2824307802.3599997,2824307802.3599997,2.430588960647583,0.0,是,1.7565275430679321,0/0,60日新高,化学制品
84,300285,国瓷材料,5.100379943847656,19.37,22.12,806597280,15572508536.390001,19312825648.48,5.150346279144287,0.0,是,1.511439323425293,0/0,60日新高,化学制品
85,301226,祥明智能,5.008077621459961,32.5,37.14,520626704,1595095580.0,3536000000.0,33.43595886230469,0.0,是,1.4597325325012207,0/0,60日新高,电机
86,000801,四川九洲,5.0,18.9,19.8,2350323040,19331045609.399998,19331045496.0,12.329390525817871,0.0,是,0.9806303381919861,0/0,60日新高,家电行业
87,688100,威胜信息,4.993324279785156,39.32,44.94,271837984,19333061081.0,19333060805.76,1.39677894115448,0.0,是,2.2469542026519775,0/0,60日新高,通信设备
88,001256,炜冈科技,4.885993480682373,19.32,20.26,109740263,791016441.6,2755274620.56,13.916376113891602,0.0,是,1.0989344120025635,0/0,60日新高,专用设备
89,600693,东百集团,4.8672566413879395,7.11,7.46,1305850000,6178254280.02,6184606766.400001,21.88359260559082,0.0,否,2.1082799434661865,3/2,近期多次涨停,商业百货
90,000042,中洲控股,4.775280952453613,7.46,7.83,164186317,4954418766.92,4959640274.56,3.35522198677063,0.0,是,1.4595669507980347,0/0,60日新高,房地产开
91,600980,北矿科技,4.752851486206055,16.53,17.36,199539172,2903944215.1800003,3128526084.78,6.796772480010986,-0.06045949459075928,是,4.309051036834717,0/0,60日新高,小金属
92,300069,金利华电,4.748445510864258,18.53,21.23,215963050,2168010000.0,2168010000.0,10.200459480285645,0.0,是,1.5177969932556152,0/0,60日新高,电网设备
93,688767,博拓生物,4.732394218444824,37.18,42.6,73436372,3965866679.06,3965866679.06,1.8531899452209473,0.0,是,2.0073583126068115,0/0,60日新高,医疗器械
94,300779,惠城环保,4.571044445037842,124.45,142.81,582283232,19481755940.2,24397781333.600002,2.983022451400757,0.0,是,1.7425415515899658,0/0,60日新高,环保行业
95,688359,三孚新科,4.42198371887207,49.59,56.99,132543093,4640314030.56,4640314030.56,2.8109962940216064,0.0,是,1.921913504600525,0/0,60日新高,电子化学
96,002468,申通快递,4.34782600402832,12.0,12.65,416312224,17904547884.0,18369625920.0,2.344728708267212,-0.3322259187698364,是,1.8694185018539429,0/0,60日新高,物流行业
97,002882,金龙羽,4.25875997543335,19.34,20.41,773833216,4773250281.0,8372286000.0,16.173202514648438,-0.0516795851290226,是,2.291057586669922,0/0,60日新高,电网设备
98,605376,博迁新材,4.238776206970215,41.56,43.86,480668896,10872096000.0,10872096000.0,4.428153038024902,0.4835589826107025,是,1.0213342905044556,0/0,60日新高,小金属
99,300890,翔丰华,4.148278713226318,35.4,40.79,731104304,3786105012.6,4213714356.6,19.09125328063965,0.0,是,1.598929762840271,0/0,60日新高,电池
100,603067,振华股份,3.9804041385650635,16.98,17.96,500083200,8643224157.960001,8643224259.84,5.8111252784729,0.3546099066734314,是,1.2319796085357666,0/0,60日新高,化学原料
101,002074,国轩高科,3.9072561264038086,24.2,25.62,1599115888,41723290010.6,43608310944.0,3.824214220046997,0.04133939370512962,是,1.792689323425293,0/0,60日新高,电池
102,603059,倍加洁,3.8477115631103516,25.64,27.16,69906935,2575504668.0,2575504668.0,2.695380926132202,-0.27226758003234863,是,1.1215859651565552,0/0,60日新高,美容护理
103,000893,亚钾国际,3.7332215309143066,24.73,26.22,488028032,20073837430.02,22851785780.32,2.4232075214385986,0.0,是,1.1636990308761597,0/0,60日新高,化肥行业
104,002601,龙佰集团,3.5207266807556152,18.23,19.37,675419312,36253194523.03,43502126202.72,1.8632370233535767,0.10982976853847504,是,2.9295685291290283,0/0,60日新高,化学原料
105,688456,有研粉材,3.420689582824707,37.49,43.5,232348106,3886213400.0,3886213400.0,5.953287601470947,0.0,是,1.4029840230941772,0/0,60日新高,有色金属
106,000970,中科三环,3.4188036918640137,12.1,12.87,636769536,14710281853.3,14710281889.6,4.301800727844238,-0.16501650214195251,是,2.045884132385254,0/0,60日新高,小金属
107,301255,通力科技,3.31384015083313,47.7,55.4,424579424,1297440000.0,5189760000.0,32.85499954223633,0.0,是,0.9058671593666077,0/0,60日新高,通用设备
108,600031,三一重工,3.296703577041626,18.8,20.02,2880689120,159127257735.6,159329587302.4,1.7890692949295044,0.05321979895234108,是,1.740776777267456,0/0,60日新高,工程机械
109,300618,寒锐钴业,3.2509751319885254,39.7,46.14,1293362672,10771434092.6,12240502182.400002,11.809244155883789,0.0,是,1.3024084568023682,0/0,60日新高,能源金属
110,688096,京源环保,3.2128512859344482,10.28,11.95,39436683,1566306032.0,1566306032.0,2.519469738006592,0.0,是,1.3361155986785889,0/0,60日新高,环保行业
111,688772,珠海冠宇,3.2036614418029785,18.04,20.98,346920048,20341330183.68,20341330183.68,1.6940648555755615,0.0,是,1.396512746810913,0/0,60日新高,电池
112,002311,海大集团,3.1802122592926025,52.56,56.03,735087488,87382119685.68001,87446698318.08,0.8392420411109924,0.057110223919153214,是,1.7005884647369385,0/0,60日新高,农牧饲渔
113,300408,三环集团,3.0848329067230225,40.1,46.68,829602656,74979301481.7,76851544777.6,1.1038469076156616,0.0,是,1.0584001541137695,0/0,60日新高,电子元件
114,601020,华钰矿业,2.948885917663574,15.71,16.79,1150254928,12881645405.58,12881645499.84,8.86272144317627,0.0,是,1.3086416721343994,0/0,60日新高,有色金属
115,001216,华瓷股份,2.8985507488250732,13.49,14.42,157254253,3397681783.0,3397681783.0,4.571584224700928,-0.07407407462596893,是,2.3164403438568115,0/0,60日新高,装修建材
116,301349,信德新材,2.7525460720062256,37.33,43.6,150133713,1573058314.49,3807660000.0,9.397337913513184,0.0,是,1.8775148391723633,0/0,60日新高,化学制品
117,603810,丰山集团,2.697998285293579,11.8,12.64,140399913,1949901053.6000001,1949901053.6000001,7.18975305557251,0.5967604517936707,是,2.545412540435791,0/0,60日新高,农药兽药
118,600019,宝钢股份,2.6836159229278564,7.27,7.79,1032596816,158355756125.22998,159275842577.91998,0.6550734043121338,0.13774104416370392,是,1.2345982789993286,0/0,60日新高,钢铁行业
119,688005,容百科技,2.609853506088257,38.53,45.06,950093456,12154397616.960001,18609984451.68,7.7107977867126465,0.0,是,1.6583850383758545,0/0,60日新高,电池
120,600301,华锡有色,2.3206751346588135,19.4,20.86,278094768,5341512211.4,12271808956.8,5.135293483734131,-0.2570694088935852,是,1.0778217315673828,0/0,60日新高,小金属
121,834599,同力股份,2.1818182468414307,16.86,21.45,299827712,5742174466.98,7713871634.88,5.155684471130371,0.059347182512283325,是,1.2186973094940186,0/0,60日新高,工程机械
122,688567,孚能科技,2.0803444385528564,14.23,16.73,732830080,17390538283.55,17390538326.24,4.108398914337158,0.0,是,1.6155928373336792,0/0,60日新高,电池
123,600210,紫江企业,2.0746889114379883,7.38,7.95,1387574144,11193512846.039999,11193512860.8,12.294418334960938,0.13568520545959473,是,2.4324710369110107,0/0,60日新高,包装材料
124,605208,永茂泰,1.971326231956482,11.38,12.28,545327168,3754717200.0000005,3754717200.0000005,14.95771598815918,0.08795074373483658,否,0.9335723519325256,6/3,近期多次涨停,汽车零部
125,600595,中孚实业,1.8766754865646362,3.8,4.1,412499088,15230039433.199999,15235834425.599998,2.668292760848999,-0.2624672055244446,是,1.2306406497955322,0/0,60日新高,有色金属
126,601177,杭齿前进,1.843317985534668,17.68,19.1,1247865264,7073060800.0,7212998141.44,17.33305549621582,0.11325027793645859,否,0.8711821436882019,14/9,近期多次涨停,通用设备
127,301225,恒勃股份,1.807639718055725,29.85,35.18,58311522,900873000.0,3085893000.0,6.436047077178955,0.0,是,1.2876360416412354,0/0,60日新高,汽车零部
128,002287,奇正藏药,1.7711172103881836,22.41,24.22,77910855,11876346745.83,11901632240.16,0.6502895355224609,0.0,是,2.0686306953430176,0/0,60日新高,中药
129,688266,泽璟制药-U,1.742414951324463,83.5,98.48,299077616,22103133531.0,22103133531.0,1.3438197374343872,0.0,是,0.9411082863807678,0/0,60日新高,化学制药
130,600581,八一钢铁,1.7241379022598267,3.54,3.83,273985680,5426458459.8,5446967810.88,4.937901973724365,-0.5617977380752563,是,1.2866853475570679,0/0,60日新高,钢铁行业
131,603351,威尔药业,1.6015625,26.01,28.16,24593261,3522771823.32,3522771823.32,0.699224054813385,0.15402387082576752,是,1.2315346002578735,0/0,60日新高,化学制药
132,688336,三生国健,1.477832555770874,26.78,31.67,151776449,16517523536.54,16517523509.76,0.9110188484191895,0.0,是,1.17026948928833,0/0,60日新高,生物制品
133,000932,华菱钢铁,1.431492805480957,4.96,5.38,829083648,34266391051.68,34266817576.96,2.3986761569976807,-0.40160641074180603,是,0.8588926196098328,0/0,60日新高,钢铁行业
134,000895,双汇发展,1.3764880895614624,27.25,29.57,432201216,94397372024.0,94412018136.0,0.4575708508491516,-0.036683786660432816,是,1.336629033088684,0/0,60日新高,食品饮料
135,603727,博迈科,1.3402830362319946,13.61,14.77,93387027,3834199359.97,3834199400.7999997,2.408212900161743,0.14716702699661255,是,0.8492900729179382,0/0,60日新高,采掘行业
136,002244,滨江集团,1.2003693580627441,10.96,11.91,678194448,29398596990.4,34101425012.480003,2.2916181087493896,0.0,是,1.0175914764404297,0/0,60日新高,房地产开
137,000739,普洛药业,1.1820330619812012,17.12,18.61,230261338,20011369493.600002,20018819758.08,1.1444954872131348,0.0,是,0.7808219194412231,0/0,60日新高,化学制药
138,000959,首钢股份,1.169590711593628,3.46,3.76,208717227,22515132218.62,26897974010.88,0.924452006816864,0.0,是,0.8236871361732483,0/0,60日新高,钢铁行业
139,300842,帝科股份,1.1503371000289917,51.0,60.5,644136544,6381410547.0,7175700000.0,9.882881164550781,0.0,是,1.0537021160125732,0/0,60日新高,光伏设备
140,601311,骆驼股份,1.1376564502716064,8.89,9.67,397427344,10429268989.02,10429268935.68,3.7695298194885254,0.0,是,0.994015634059906,0/0,60日新高,电池
141,002734,利民股份,0.9836065769195557,9.24,10.07,223828799,2999616589.2000003,3389883235.2000003,7.360392093658447,0.10834236443042755,是,1.7427749633789062,0/0,60日新高,农药兽药
142,000338,潍柴动力,0.8285531997680664,15.82,17.26,1662388656,78720813852.94,138054130600.96,2.0823771953582764,0.0,是,0.8994704484939575,0/0,60日新高,汽车零部
143,838810,春光药装,0.7063572406768799,19.96,25.76,266586583,889753287.2800001,1367260000.0,31.58551597595215,0.0,是,1.7173247337341309,4/2,60日新高且近期多次涨停,专用设备
144,300756,金马游乐,0.6861063838005066,17.61,20.99,171864418,2310966516.33,2775303879.36,7.247270107269287,0.0,是,1.2977157831192017,0/0,60日新高,旅游酒店
145,603277,银都股份,0.5580746531486511,28.83,31.54,41208544,12123433035.0,12243048820.32,0.3403511643409729,0.03469812497496605,是,0.8736320734024048,0/0,60日新高,通用设备
146,600206,有研新材,0.5288461446762085,20.91,22.88,5709257984,17701430172.12,17701430088.48,31.325092315673828,0.0,是,2.104468822479248,2/1,60日新高,小金属
147,000528,柳    工,0.3378378450870514,11.88,13.02,822740032,17593832207.16,23988483573.120003,4.58951997756958,-0.251889169216156,是,1.0998525619506836,0/0,60日新高,工程机械
148,300083,创世纪,0.32644179463386536,9.22,11.03,3923487552,13765784673.080002,15350033098.240002,26.8106689453125,0.0,是,1.277281641960144,0/0,60日新高,通用设备
149,000425,徐工机械,0.22701476514339447,8.83,9.69,1343076368,71700414205.47,104336747051.52,1.8362821340560913,-0.450958251953125,是,1.227528691291809,0/0,60日新高,工程机械
150,688375,国博电子,0.1316036731004715,53.26,63.83,136746983,14139057147.96,31743753360.96,0.9441763162612915,0.0,是,0.7745788097381592,0/0,60日新高,电子元件
151,001359,平安电工,0.06704659759998322,29.85,32.81,519713344,1384443000.0,5537269475.25,36.21342849731445,-0.06695681065320969,是,4.10713529586792,2/1,60日新高,非金属材
152,601003,柳钢股份,0.0,3.16,3.48,85217149,8098426512.0,8098426512.0,1.0307230949401855,0.0,是,0.8773745894432068,0/0,60日新高,钢铁行业
153,600282,南钢股份,-0.4166666865348816,4.78,5.28,230824639,29469135032.58,29469135324.16,0.7785800099372864,0.0,是,0.9226807951927185,0/0,60日新高,钢铁行业
154,300501,海顺新材,-1.147873044013977,14.64,17.77,248445380,1832945216.64,2833393479.84,12.94268798828125,0.0,是,2.195728063583374,0/0,60日新高,包装材料
155,688581,安杰思,-1.3980028629302979,69.12,84.12,141232312,2816549452.8,5597254241.280001,4.9487457275390625,0.0,是,1.2746083736419678,0/0,60日新高,医疗器械
156,603663,三祥新材,-1.574803113937378,27.5,30.73,2006635840,11627543125.0,11645208960.0,16.040992736816406,0.0,是,2.8018529415130615,4/2,60日新高且近期多次涨停,化学原料
157,000761,本钢板材,-1.736972689628601,3.96,4.43,147783660,14684583501.72,16268583513.6,0.9849591851234436,-0.251889169216156,是,0.952673614025116,0/0,60日新高,钢铁行业
158,688696,极米科技,-2.1197586059570312,126.52,155.11,158791925,8856400000.0,8856400000.0,1.755487084388733,0.0,是,0.8171854615211487,0/0,60日新高,家电行业
159,600094,大名城,-2.1917808055877686,3.57,4.02,232049106,8127479714.339999,8836910449.92,2.8266921043395996,0.0,否,1.0052663087844849,4/2,近期多次涨停,房地产开
160,688244,永信至诚,-2.1981983184814453,54.28,66.6,233016629,2686044822.96,5549272104.6,8.379022598266602,0.0,是,0.872189998626709,0/0,60日新高,软件开发
161,600592,龙溪股份,-2.5675675868988037,14.42,16.28,653890976,5761562493.82,5761562450.56,11.387939453125,-0.13850414752960205,否,0.9614725708961487,4/2,近期多次涨停,通用设备
162,002838,道恩股份,-3.034482717514038,14.06,15.95,458735360,5487198885.46,6299541832.320001,8.069960594177246,0.0,是,1.0379135608673096,0/0,60日新高,塑料制品
